YEAR,MONTH,MIN,MAX,HUMIDITY,RAINFALL
2024,1,12.373041784143052,25.46564803520212,77.90940976138937,11.329192498813633
2024,2,15.75544089330242,28.7893163205549,70.89362334046929,16.401123501600125
2024,3,20.419033409018393,32.091233265242124,63.37666586220167,15.936213840470781
2024,4,22.93867451844677,33.18072345756466,75.90101293524651,83.09979533174948
2024,5,24.18484774029273,33.31798399287595,82.37217487616013,286.1901184698421
2024,6,25.435840788598547,33.499008024941666,88.9738131863552,455.6435781474137
2024,7,25.640163833724145,32.872641650363,87.93453604693175,371.4947335648827
2024,8,25.804216806622847,32.55915337267686,87.33799565791857,341.0399264499109
2024,9,25.466005946321204,32.715513195720774,88.3437382769759,322.2171101139794
2024,10,25.079545956141686,32.81851253360342,85.69803135235794,206.73042775130526
2024,11,18.716239154946052,29.83227482903498,80.30544628719484,7.5769104872673125
2024,12,14.365489717430517,26.396770500437356,76.04759025920531,10.048107788790034
